"wz11cd","lsoa11cd","msoa11cd","date","NS-SeC: All categories: NS-SeC; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: L15 Full-time students; measures: Value"
"E33018195","E01009159","E02001956",2011,1194,170,71,0,71,99,40,52,3,4,340,118,102,13,3,0,200,22,284,239,39,4,2,23,6,6,0,17,17,0,105,84,21,21,0,164,20,129,0,4,0,9,2,74,21,2,2,49,0,34
"E33018196","E01009159","E02001956",2011,709,18,4,0,4,14,12,1,1,0,185,107,99,2,5,1,36,42,77,31,42,2,2,3,0,0,0,3,3,0,44,31,13,13,0,203,155,32,1,4,1,8,2,85,48,2,4,30,1,94
"E33018197","E01009184","E02001918",2011,1210,194,81,0,81,113,73,36,3,1,415,356,343,6,7,0,30,29,215,102,19,94,0,21,7,7,0,14,14,0,68,54,14,14,0,208,5,107,1,82,0,12,1,66,13,10,5,38,0,23
"E33018198","E01009188","E02001918",2011,458,32,12,0,12,20,12,4,3,1,144,67,62,1,3,1,32,45,135,46,88,1,0,34,14,14,0,20,20,0,10,7,3,3,0,59,21,28,0,2,0,2,6,22,6,0,4,12,0,22
"E33018199","E01009178","E02001930",2011,539,37,14,0,14,23,10,5,8,0,106,74,58,5,9,2,26,6,87,42,39,5,1,112,31,31,0,81,81,0,29,22,7,7,0,74,28,21,0,5,0,11,9,71,36,2,28,5,0,23
"E33018200","E01009178","E02001930",2011,496,27,9,0,9,18,6,2,10,0,112,26,24,1,1,0,70,16,82,69,8,5,0,45,18,18,0,27,27,0,25,21,4,4,0,124,95,20,1,0,0,8,0,35,17,5,2,11,0,46
"E33018201","E01009178","E02001930",2011,386,7,0,0,0,7,3,2,2,0,72,14,13,1,0,0,37,21,25,11,11,3,0,11,3,3,0,8,8,0,25,22,3,3,0,190,158,25,2,1,0,3,1,19,3,0,1,15,0,37
"E33018202","E01009203","E02001869",2011,806,68,36,0,36,32,8,22,1,1,171,79,39,38,2,0,76,16,111,64,21,7,19,43,25,25,0,18,18,0,102,38,64,63,1,105,13,11,31,37,2,11,0,197,2,46,90,58,1,9
"E33018203","E01009199","E02001878",2011,850,59,28,0,28,31,6,21,3,1,180,77,41,30,3,3,82,21,113,81,20,11,1,88,33,33,0,55,55,0,79,41,38,32,6,97,14,13,33,29,0,8,0,149,3,6,76,64,0,85
"E33018204","E01009204","E02001878",2011,302,12,3,0,3,9,4,3,2,0,71,30,26,4,0,0,30,11,64,30,26,7,1,21,7,7,0,14,13,1,33,19,14,14,0,22,4,7,3,2,0,5,1,62,6,2,40,14,0,17
"E33018205","E01009204","E02001878",2011,312,29,2,0,2,27,21,6,0,0,72,41,32,7,2,0,25,6,37,24,7,0,6,33,11,11,0,22,22,0,86,25,61,17,44,22,2,5,9,2,0,4,0,29,0,5,14,9,1,4
"E33018206","E01009204","E02001878",2011,370,15,9,0,9,6,4,2,0,0,42,14,9,5,0,0,25,3,37,33,2,1,1,23,7,7,0,16,16,0,80,33,47,42,5,61,0,6,26,24,0,5,0,108,2,13,66,27,0,4
"E33018207","E01009204","E02001878",2011,255,20,12,0,12,8,2,6,0,0,53,22,9,11,0,2,30,1,29,22,5,1,1,6,6,6,0,0,0,0,17,10,7,7,0,53,5,2,21,19,1,5,0,69,1,7,49,12,0,8
"E33018208","E01033644","E02001878",2011,208,8,0,0,0,8,4,2,0,2,55,41,33,8,0,0,11,3,31,3,28,0,0,11,6,6,0,5,5,0,14,8,6,5,1,28,14,7,1,3,0,2,1,51,9,5,21,16,0,10
"E33018209","E01033644","E02001878",2011,257,14,9,2,7,5,4,1,0,0,28,18,14,4,0,0,10,0,14,7,5,0,2,21,8,8,0,13,13,0,88,33,55,38,17,22,6,4,1,9,1,1,0,67,0,7,33,27,0,3
"E33018210","E01033644","E02001878",2011,932,51,14,0,14,37,8,29,0,0,174,48,27,18,3,0,104,22,94,70,21,2,1,45,15,15,0,30,30,0,137,88,49,44,5,190,82,30,6,60,0,12,0,217,2,7,129,78,1,24
"E33018211","E01009194","E02001877",2011,327,44,10,0,10,34,25,6,3,0,102,80,73,4,3,0,11,11,67,22,42,3,0,10,3,3,0,7,7,0,30,8,22,17,5,35,6,20,1,2,3,3,0,32,14,3,2,13,0,7
"E33018212","E01009198","E02001884",2011,277,12,5,0,5,7,2,0,3,2,26,3,3,0,0,0,20,3,20,14,4,1,1,20,11,11,0,9,9,0,30,17,13,13,0,88,7,72,6,1,0,1,1,31,6,5,9,11,0,50
"E33018213","E01009198","E02001884",2011,293,12,4,1,3,8,3,5,0,0,35,14,8,4,2,0,15,6,19,11,6,2,0,25,16,16,0,9,9,0,42,22,20,19,1,44,8,4,8,20,1,3,0,110,0,32,51,27,0,6
"E33018214","E01009198","E02001884",2011,267,4,1,0,1,3,2,1,0,0,65,51,48,2,1,0,10,4,28,14,13,1,0,16,9,9,0,7,7,0,29,16,13,12,1,29,5,11,5,5,0,3,0,92,3,11,3,73,2,4
"E33018215","E01009198","E02001884",2011,327,28,12,0,12,16,7,7,2,0,87,74,70,2,2,0,10,3,42,21,16,4,1,41,16,16,0,25,25,0,30,11,19,18,1,34,8,9,4,11,0,2,0,61,8,6,16,30,1,4
"E33018216","E01009200","E02006900",2011,197,26,7,0,7,19,6,12,1,0,38,18,12,3,3,0,10,10,37,21,11,1,4,9,8,8,0,1,1,0,18,7,11,11,0,32,9,4,0,10,0,9,0,17,2,0,9,6,0,20
"E33018217","E01009200","E02006900",2011,248,40,2,0,2,38,31,3,4,0,50,23,20,3,0,0,23,4,24,21,2,1,0,32,10,10,0,22,22,0,23,14,9,9,0,17,4,4,1,4,0,4,0,35,8,2,17,8,0,27
"E33018218","E01009200","E02006900",2011,422,50,14,0,14,36,22,11,2,1,127,93,61,13,18,1,25,9,35,21,5,1,8,18,4,4,0,14,14,0,22,17,5,3,2,48,6,21,3,11,0,7,0,105,3,2,14,86,0,17
"E33018219","E01009200","E02006900",2011,745,18,8,0,8,10,3,6,1,0,61,31,18,11,1,1,20,10,47,40,5,2,0,27,8,8,0,19,19,0,86,30,56,53,3,111,7,9,40,47,0,8,0,388,7,13,318,50,0,7
"E33018220","E01009200","E02006900",2011,284,25,11,0,11,14,6,7,1,0,55,29,13,4,8,4,20,6,22,15,5,2,0,21,11,11,0,10,10,0,42,23,19,19,0,38,10,10,5,10,0,2,1,61,9,4,17,30,1,20
"E33018221","E01009200","E02006900",2011,301,43,8,0,8,35,28,5,2,0,125,111,109,1,1,0,12,2,40,22,12,6,0,25,7,7,0,18,18,0,15,9,6,5,1,30,1,3,10,9,0,3,4,18,1,7,5,5,0,5
"E33018222","E01009200","E02006900",2011,278,31,18,0,18,13,13,0,0,0,72,49,41,4,4,0,18,5,44,31,13,0,0,16,4,4,0,12,12,0,40,14,26,26,0,43,23,2,8,6,0,4,0,24,0,2,5,17,0,8
"E33018223","E01009200","E02006900",2011,965,143,40,0,40,103,22,67,10,4,420,308,241,34,26,7,88,24,121,65,24,28,4,100,50,50,0,50,50,0,43,13,30,30,0,66,17,33,2,4,0,8,2,37,12,3,14,8,0,35
"E33018224","E01009202","E02001869",2011,222,12,4,0,4,8,7,1,0,0,62,49,46,1,1,1,11,2,28,12,12,2,2,26,9,9,0,17,17,0,29,12,17,14,3,29,6,7,3,6,1,4,2,33,5,3,11,14,0,3
"E33018225","E01009202","E02001869",2011,1138,55,23,0,23,32,10,22,0,0,207,61,39,21,1,0,117,29,168,81,74,1,12,25,7,7,0,18,17,1,136,90,46,42,4,194,68,67,13,27,0,19,0,253,47,9,98,99,0,100
"E33018226","E01009202","E02001869",2011,226,34,8,0,8,26,6,18,2,0,45,19,7,12,0,0,19,7,32,22,10,0,0,15,8,8,0,7,7,0,24,14,10,10,0,21,3,4,3,6,0,5,0,50,1,3,17,29,0,5
"E33018227","E01009202","E02001869",2011,530,44,21,1,20,23,15,7,1,0,65,34,19,15,0,0,27,4,58,42,7,2,7,39,18,18,0,21,21,0,81,34,47,45,2,107,6,58,19,22,0,2,0,126,0,4,72,49,1,10
"E33018228","E01009203","E02001869",2011,275,51,28,0,28,23,12,9,1,1,86,60,52,8,0,0,16,10,61,35,18,4,4,6,2,2,0,4,4,0,21,7,14,14,0,23,2,7,0,11,0,2,1,20,0,0,10,10,0,7
"E33018229","E01009203","E02001869",2011,279,34,11,0,11,23,8,11,4,0,65,37,31,5,1,0,20,8,45,19,18,6,2,26,13,13,0,13,13,0,26,9,17,17,0,47,13,9,3,10,0,10,2,31,2,3,21,5,0,5
"E33018230","E01009203","E02001869",2011,380,25,12,0,12,13,9,4,0,0,53,26,22,3,1,0,22,5,29,20,3,3,3,17,9,9,0,8,8,0,59,17,42,37,5,59,2,4,21,28,0,4,0,135,1,6,111,17,0,3
"E33018231","E01009203","E02001869",2011,300,27,7,0,7,20,13,7,0,0,68,31,25,6,0,0,28,9,21,18,3,0,0,10,7,7,0,3,3,0,69,36,33,29,4,68,4,9,16,39,0,0,0,33,0,1,15,17,0,4
"E33018232","E01009203","E02001869",2011,242,13,5,0,5,8,4,3,0,1,39,23,15,8,0,0,12,4,31,15,12,1,3,12,11,11,0,1,1,0,33,19,14,12,2,51,1,5,18,21,0,6,0,59,1,8,37,13,0,4
"E33018233","E01009203","E02001869",2011,312,31,9,0,9,22,10,11,1,0,73,38,31,5,2,0,30,5,38,16,12,6,4,26,13,13,0,13,13,0,40,25,15,9,6,29,14,2,5,5,0,3,0,71,3,3,46,19,0,4
"E33018234","E01009203","E02001869",2011,252,34,14,0,14,20,11,6,3,0,65,34,25,9,0,0,26,5,25,17,6,2,0,11,7,7,0,4,4,0,26,18,8,8,0,54,1,6,15,32,0,0,0,32,0,7,15,10,0,5
"E33018235","E01009203","E02001869",2011,470,86,13,0,13,73,26,46,0,1,104,37,26,8,3,0,26,41,76,36,30,4,6,14,2,2,0,12,12,0,119,25,94,91,3,33,1,5,6,17,0,4,0,35,1,2,13,19,0,3
"E33018236","E01009201","E02001869",2011,258,18,8,0,8,10,6,4,0,0,43,20,14,6,0,0,21,2,33,19,10,4,0,24,12,12,0,12,12,0,37,22,15,14,1,54,3,25,18,3,0,5,0,37,4,3,10,19,1,12
"E33018237","E01009201","E02001869",2011,417,51,23,0,23,28,18,10,0,0,66,33,29,2,1,1,19,14,43,28,6,3,6,65,26,26,0,39,39,0,63,22,41,29,12,59,2,5,37,12,0,3,0,60,0,7,25,25,3,10
"E33018238","E01009201","E02001869",2011,564,52,24,3,21,28,13,12,3,0,95,20,11,8,1,0,48,27,79,45,27,7,0,23,10,10,0,13,13,0,82,42,40,37,3,121,38,16,17,41,0,9,0,100,5,21,38,36,0,12
"E33018239","E01009219","E02001946",2011,933,21,7,0,7,14,11,1,2,0,187,46,29,7,10,0,106,35,116,83,32,0,1,85,27,27,0,58,58,0,71,62,9,8,1,302,267,14,3,4,0,14,0,48,7,1,17,23,0,103
"E33018240","E01009232","E02001848",2011,452,47,25,0,25,22,14,4,3,1,74,31,19,10,1,1,39,4,38,28,3,1,6,42,28,28,0,14,14,0,61,28,33,31,2,93,17,14,16,42,0,4,0,79,7,16,27,29,0,18
"E33018241","E01009222","E02001834",2011,207,28,3,0,3,25,18,5,1,1,80,70,60,10,0,0,9,1,18,10,3,5,0,14,7,7,0,7,7,0,24,6,18,12,6,15,1,2,5,3,0,4,0,19,1,5,6,7,0,9
"E33018242","E01009222","E02001834",2011,668,61,31,0,31,30,14,8,7,1,106,56,31,20,5,0,41,9,63,36,21,2,4,56,21,21,0,35,35,0,81,44,37,27,10,112,10,17,28,27,0,30,0,165,9,27,79,50,0,24
"E33018243","E01009223","E02001839",2011,930,37,7,0,7,30,17,13,0,0,267,210,203,7,0,0,34,23,77,41,32,4,0,8,3,3,0,5,5,0,59,33,26,26,0,354,305,32,5,6,0,4,2,69,7,5,16,41,0,59
"E33018244","E01009239","E02001859",2011,339,14,7,4,3,7,4,2,1,0,57,34,30,1,2,1,18,5,28,13,7,4,4,14,3,3,0,11,11,0,39,22,17,16,1,117,11,19,4,70,0,10,3,55,7,6,10,32,0,15
"E33018245","E01009239","E02001859",2011,1179,83,15,0,15,68,16,50,2,0,207,91,65,24,1,1,93,23,258,204,47,7,0,34,13,13,0,21,20,1,90,59,31,26,5,142,37,42,19,14,1,29,0,340,3,9,164,164,0,25
"E33018246","E01009239","E02001859",2011,715,65,28,0,28,37,24,10,3,0,131,88,82,4,2,0,19,24,70,44,13,8,5,15,9,9,0,6,6,0,94,34,60,59,1,230,3,62,19,133,0,13,0,96,2,18,34,42,0,14
"E33018247","E01009239","E02001859",2011,516,30,10,0,10,20,16,3,1,0,151,112,104,3,5,0,24,15,111,85,20,6,0,16,2,2,0,14,14,0,22,14,8,7,1,92,4,71,3,7,0,7,0,70,6,26,19,19,0,24
"E33018248","E01009239","E02001859",2011,864,63,35,0,35,28,13,15,0,0,134,70,53,17,0,0,46,18,95,66,26,2,1,11,5,5,0,6,6,0,142,81,61,40,21,191,32,7,55,76,0,21,0,215,1,36,67,111,0,13
"E33018249","E01009240","E02001850",2011,316,38,20,0,20,18,7,11,0,0,46,19,13,4,1,1,18,9,32,21,5,6,0,31,16,16,0,15,14,1,31,14,17,15,2,73,4,11,20,29,0,8,1,58,3,7,19,29,0,7
"E33018250","E01009242","E02001850",2011,1210,41,9,0,9,32,10,21,1,0,180,52,38,6,7,1,94,34,104,68,32,3,1,49,14,14,0,35,35,0,92,79,13,10,3,485,424,35,8,10,0,8,0,90,19,6,6,59,0,169
"E33018251","E01009284","E02001922",2011,1423,246,82,0,82,164,141,16,6,1,503,427,418,2,7,0,20,56,323,232,19,71,1,94,24,24,0,70,70,0,37,25,12,12,0,123,10,64,3,2,0,43,1,49,5,1,13,29,1,48
"E33018252","E01009280","E02001926",2011,687,78,16,0,16,62,41,18,3,0,257,200,193,5,2,0,20,37,179,81,49,48,1,9,0,0,0,9,9,0,30,15,15,14,1,76,7,41,6,2,0,10,10,38,13,0,12,13,0,20
"E33018253","E01009281","E02001925",2011,230,29,8,0,8,21,7,5,9,0,56,39,32,2,5,0,14,3,25,19,4,2,0,29,12,12,0,17,17,0,21,18,3,3,0,43,14,13,0,10,0,4,2,11,3,1,4,2,1,16
"E33018254","E01009281","E02001925",2011,306,58,13,0,13,45,34,8,3,0,106,87,80,3,3,1,14,5,47,32,11,2,2,5,0,0,0,5,5,0,18,11,7,7,0,44,0,33,2,2,0,4,3,16,2,1,5,8,0,12
"E33018255","E01009303","E02001883",2011,633,72,39,0,39,33,23,10,0,0,91,31,18,11,0,2,47,13,115,87,16,5,7,65,17,17,0,48,48,0,91,28,63,61,2,78,5,7,29,30,0,7,0,113,21,11,37,44,0,8
"E33018256","E01009306","E02001872",2011,218,12,5,0,5,7,7,0,0,0,25,16,12,3,1,0,3,6,5,2,2,0,1,7,2,2,0,5,5,0,40,16,24,21,3,72,0,42,17,11,0,2,0,55,3,3,23,26,0,2
"E33018257","E01009315","E02001907",2011,810,26,17,0,17,9,5,2,2,0,119,23,20,3,0,0,75,21,464,401,62,0,1,12,3,3,0,9,9,0,29,18,11,11,0,92,58,15,0,4,0,15,0,21,3,1,9,8,0,47
"E33018258","E01009315","E02001907",2011,560,56,19,0,19,37,9,28,0,0,125,86,63,21,2,0,21,18,127,96,20,4,7,22,7,7,0,15,15,0,37,24,13,11,2,132,105,11,5,3,0,8,0,42,18,3,10,11,0,19
"E33018259","E01009320","E02001907",2011,252,20,4,0,4,16,8,4,4,0,40,22,17,2,3,0,16,2,33,23,4,4,2,17,8,8,0,9,9,0,33,23,10,10,0,65,7,52,1,0,0,5,0,33,17,2,3,11,0,11
"E33018260","E01009320","E02001907",2011,375,36,7,0,7,29,14,13,2,0,62,38,30,6,2,0,12,12,60,45,9,3,3,14,6,6,0,8,8,0,31,16,15,10,5,75,13,49,4,5,0,4,0,87,1,1,13,72,0,10
"E33018261","E01009320","E02001907",2011,247,25,12,0,12,13,3,10,0,0,46,16,8,6,1,1,27,3,48,33,10,3,2,24,6,6,0,18,17,1,25,14,11,11,0,48,21,19,1,3,0,3,1,21,7,1,2,11,0,10
"E33018262","E01009320","E02001907",2011,694,126,22,0,22,104,37,64,2,1,227,147,69,71,5,2,59,21,184,106,73,1,4,33,15,15,0,18,18,0,35,18,17,16,1,32,4,13,0,7,0,8,0,40,16,1,4,19,0,17
"E33018263","E01009321","E02001895",2011,739,116,36,0,36,80,61,19,0,0,205,147,123,21,1,2,32,26,126,77,40,5,4,26,9,9,0,17,17,0,97,25,72,66,6,69,4,16,5,19,0,25,0,94,2,7,40,45,0,6
"E33018264","E01009322","E02001895",2011,994,61,45,0,45,16,6,8,1,1,131,56,26,23,6,1,62,13,86,72,12,1,1,36,11,11,0,25,25,0,142,75,67,60,7,244,9,69,21,131,0,13,1,264,6,30,141,87,0,30
"E33018265","E01009322","E02001895",2011,787,80,25,0,25,55,37,16,2,0,162,101,72,28,1,0,46,15,102,74,14,11,3,36,21,21,0,15,14,1,131,70,61,48,13,101,9,20,15,48,0,9,0,165,6,11,97,51,0,10
"E33018266","E01009322","E02001895",2011,350,25,10,0,10,15,7,7,0,1,57,23,13,7,3,0,26,8,35,27,5,3,0,45,14,14,0,31,31,0,35,26,9,8,1,60,3,2,12,37,0,6,0,91,0,18,40,32,1,2
"E33018267","E01009332","E02006900",2011,308,19,4,0,4,15,11,3,1,0,49,25,22,1,2,0,12,12,34,21,8,4,1,18,5,5,0,13,13,0,29,21,8,8,0,112,92,13,5,1,0,1,0,12,3,0,3,6,0,35
"E33018268","E01009329","E02001896",2011,222,14,4,0,4,10,5,2,3,0,28,17,11,2,3,1,10,1,15,10,4,1,0,87,31,31,0,56,56,0,11,5,6,6,0,30,12,4,0,9,0,5,0,26,3,2,14,7,0,11
"E33018269","E01009329","E02001896",2011,385,26,4,0,4,22,15,3,3,1,80,46,33,7,5,1,28,6,72,48,19,3,2,64,27,27,0,37,37,0,21,10,11,11,0,59,40,8,1,6,0,4,0,57,4,5,25,23,0,6
"E33018270","E01009339","E02006901",2011,390,40,15,0,15,25,10,14,0,1,72,39,29,9,1,0,27,6,47,24,11,2,10,26,9,9,0,17,17,0,42,15,27,26,1,49,4,1,11,28,0,5,0,105,1,24,61,19,0,9
"E33018271","E01009338","E02001896",2011,1471,318,31,0,31,287,71,213,1,2,333,231,130,93,6,2,74,28,444,129,194,2,119,37,10,10,0,27,27,0,82,26,56,54,2,122,41,23,8,36,1,13,0,106,2,11,56,36,1,29
"E33018272","E01009340","E02006901",2011,741,67,41,0,41,26,14,11,1,0,125,76,59,12,3,2,38,11,63,43,11,3,6,38,18,18,0,20,20,0,121,35,86,70,16,115,6,22,53,26,0,8,0,197,2,12,90,93,0,15
"E33018273","E01009339","E02006901",2011,207,19,12,0,12,7,3,3,1,0,15,3,1,2,0,0,10,2,19,13,6,0,0,11,3,3,0,8,8,0,21,14,7,6,1,51,19,2,13,17,0,0,0,65,1,10,26,28,0,6
"E33018274","E01009339","E02006901",2011,1079,251,35,1,34,216,36,177,2,1,296,204,95,106,2,1,50,42,236,117,27,5,87,33,16,16,0,17,17,0,65,35,30,26,4,93,21,27,16,21,0,8,0,98,1,6,33,58,0,7
"E33018275","E01009341","E02001892",2011,4359,936,119,0,119,817,726,75,14,2,1894,1756,1733,13,6,4,62,76,814,392,65,356,1,60,19,19,0,41,41,0,84,61,23,22,1,288,26,191,1,5,0,63,2,190,7,6,28,149,0,93
"E33018276","E01009332","E02006900",2011,793,35,15,0,15,20,12,8,0,0,98,76,71,4,1,0,10,12,119,63,54,2,0,16,2,2,0,14,13,1,62,26,36,29,7,55,3,17,10,16,0,9,0,391,31,10,330,20,0,17
"E33018277","E01009332","E02006900",2011,443,36,4,0,4,32,14,4,13,1,81,38,33,2,3,0,32,11,44,31,12,1,0,59,25,25,0,34,34,0,31,25,6,6,0,109,52,34,2,9,0,11,1,64,13,2,19,30,0,19
"E33018278","E01009349","E02001862",2011,360,17,8,0,8,9,5,3,1,0,53,15,7,8,0,0,29,9,24,20,4,0,0,28,9,9,0,19,19,0,27,14,13,13,0,108,65,19,12,8,0,4,0,53,1,9,9,34,0,50
"E33018279","E01033635","E02001865",2011,276,12,1,0,1,11,6,0,5,0,114,94,92,0,2,0,13,7,66,44,19,3,0,12,4,4,0,8,8,0,13,13,0,0,0,34,10,17,0,2,0,2,3,16,2,2,2,9,1,9
"E33018280","E01033635","E02001865",2011,535,32,7,0,7,25,18,3,4,0,143,97,89,2,3,3,31,15,57,43,7,7,0,88,49,49,0,39,39,0,19,15,4,4,0,121,74,29,3,1,1,12,1,48,8,9,11,20,0,27
"E33018281","E01009354","E02001862",2011,228,10,4,0,4,6,2,3,1,0,41,17,12,4,1,0,22,2,29,25,3,0,1,40,13,13,0,27,27,0,16,10,6,5,1,38,6,16,8,6,0,2,0,43,0,13,17,13,0,11
"E33018282","E01009379","E02001897",2011,573,51,13,0,13,38,26,6,5,1,156,119,109,2,8,0,28,9,83,45,25,13,0,70,32,32,0,38,38,0,29,20,9,7,2,102,30,40,9,14,0,6,3,54,5,4,15,30,0,28
"E33018283","E01009364","E02001897",2011,448,28,8,0,8,20,15,4,1,0,116,78,74,1,3,0,27,11,89,13,69,5,2,21,12,12,0,9,9,0,28,21,7,6,1,84,16,34,9,10,0,4,11,72,33,4,19,16,0,10
"E33018284","E01009364","E02001897",2011,367,51,13,0,13,38,23,13,2,0,83,52,43,6,3,0,22,9,62,38,15,0,9,12,3,3,0,9,9,0,79,16,63,63,0,45,4,7,7,24,0,2,1,31,4,4,11,12,0,4
"E33018285","E01009364","E02001897",2011,372,41,24,1,23,17,9,8,0,0,53,37,22,14,0,1,11,5,43,27,13,2,1,40,14,14,0,26,26,0,52,23,29,25,4,72,6,6,16,34,0,10,0,64,0,16,17,31,0,7
"E33018286","E01009378","E02006896",2011,517,37,20,0,20,17,5,11,1,0,114,88,78,3,5,2,16,10,67,23,29,11,4,64,32,32,0,32,32,0,49,28,21,19,2,71,12,14,18,20,0,6,1,99,3,35,30,31,0,16
"E33018287","E01009367","E02001909",2011,195,18,15,0,15,3,1,2,0,0,22,13,7,4,0,2,8,1,24,20,3,1,0,15,8,8,0,7,7,0,28,6,22,15,7,55,3,2,25,20,0,5,0,32,1,5,10,15,1,1
"E33018288","E01009367","E02001909",2011,234,19,6,0,6,13,8,1,4,0,61,35,34,1,0,0,19,7,34,17,14,2,1,32,10,10,0,22,22,0,27,8,19,19,0,35,13,13,0,3,0,6,0,15,4,0,6,5,0,11
"E33018289","E01009367","E02001909",2011,392,27,7,0,7,20,12,6,2,0,179,147,142,1,3,1,15,17,82,23,42,17,0,17,8,8,0,9,9,0,8,4,4,4,0,45,14,14,2,1,0,5,9,17,0,2,1,14,0,17
"E33018290","E01009371","E02001903",2011,274,17,2,0,2,15,8,1,6,0,40,10,8,1,0,1,24,6,30,21,9,0,0,65,29,29,0,36,36,0,30,15,15,15,0,58,34,17,2,4,0,1,0,24,4,0,13,7,0,10
"E33018291","E01033641","E02006901",2011,423,39,18,0,18,21,10,11,0,0,140,106,89,15,2,0,19,15,83,29,48,4,2,20,10,10,0,10,10,0,25,14,11,10,1,52,4,13,9,15,0,6,5,56,21,3,12,20,0,8
"E33018292","E01009400","E02001857",2011,768,106,33,0,33,73,33,38,1,1,211,111,99,10,1,1,82,18,121,93,26,0,2,26,12,12,0,14,14,0,58,35,23,19,4,89,24,9,30,14,0,12,0,140,4,16,28,92,0,17
"E33018293","E01009400","E02001857",2011,491,27,9,0,9,18,8,10,0,0,141,74,53,18,2,1,60,7,76,55,14,2,5,29,15,15,0,14,14,0,52,25,27,27,0,32,3,7,7,11,0,4,0,115,1,3,66,44,1,19
"E33018294","E01009400","E02001857",2011,551,89,30,0,30,59,30,28,1,0,105,52,40,11,1,0,39,14,75,44,17,4,10,30,7,7,0,23,23,0,62,23,39,33,6,98,13,7,17,51,0,10,0,84,0,13,36,35,0,8
"E33018295","E01009423","E02001828",2011,759,61,10,0,10,51,23,14,14,0,193,77,56,13,8,0,72,44,97,53,41,2,1,33,14,13,1,19,19,0,47,29,18,18,0,204,165,11,3,3,0,18,4,53,15,0,15,23,0,71
"E33018296","E01009424","E02001830",2011,360,49,8,0,8,41,20,20,1,0,80,35,27,7,1,0,24,21,162,130,31,0,1,9,5,5,0,4,4,0,18,11,7,6,1,25,4,15,0,2,0,4,0,8,4,1,2,1,0,9
"E33018297","E01009424","E02001830",2011,598,32,12,0,12,20,9,9,0,2,173,56,51,3,1,1,10,107,306,57,247,1,1,5,1,1,0,4,4,0,29,9,20,19,1,29,6,16,0,0,0,7,0,17,1,1,2,13,0,7
"E33018298","E01009432","E02001832",2011,696,106,36,1,35,70,32,36,2,0,162,68,37,27,4,0,66,28,162,82,49,7,24,43,17,17,0,26,26,0,75,25,50,48,2,67,11,5,12,20,0,19,0,77,0,9,30,38,0,4
"E33018299","E01009449","E02001835",2011,343,33,2,0,2,31,14,14,3,0,111,55,46,6,3,0,48,8,97,71,19,7,0,13,5,5,0,8,8,0,24,19,5,5,0,29,9,15,0,0,1,3,1,20,13,1,1,5,0,16
