"wz11cd","lsoa11cd","msoa11cd","date","Industry: All categories: Industry; measures: Value","Industry: A Agriculture, forestry and fishing; measures: Value","Industry: B Mining and quarrying; measures: Value","Industry: C Manufacturing; measures: Value","Industry: C10-12 Manufacturing: Food, beverages and tobacco; measures: Value","Industry: C13-15 Manufacturing: Textiles, wearing apparel and leather and related products; measures: Value","Industry: C16,17 Manufacturing: Wood, paper and paper products; measures: Value","Industry: C19-22 Manufacturing: Chemicals, chemical products, rubber and plastic; measures: Value","Industry: C23-25 Manufacturing: Low tech; measures: Value","Industry: C26-30 Manufacturing: High tech; measures: Value","Industry: C18, 31, 32 Manufacturing: Other; measures: Value","Industry: D Electricity, gas, steam and air conditioning supply; measures: Value","Industry: E Water supply, sewerage, waste management and remediation activities; measures: Value","Industry: F Construction; measures: Value","Industry: G Wholesale and retail trade; repair of motor vehicles and motor cycles; measures: Value","Industry: H Transport and storage; measures: Value","Industry: I Accommodation and food service activities; measures: Value","Industry: J Information and communication; measures: Value","Industry: K Financial and insurance activities; measures: Value","Industry: L Real estate activities; measures: Value","Industry: M Professional, scientific and technical activities; measures: Value","Industry: N Administrative and support service activities; measures: Value","Industry: O Public administration and defence; compulsory social security; measures: Value","Industry: P Education; measures: Value","Industry: Q Human health and social work activities; measures: Value","Industry: R,S Arts, entertainment and recreation; other service activities; measures: Value","Industry: T Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use; measures: Value","Industry: U Activities of extraterritorial organisations and bodies; measures: Value"
"E33020130","E01009275","E02001865",2011,461,2,0,12,1,4,0,2,1,1,3,1,0,72,61,23,21,7,15,8,25,33,56,23,62,40,0,0
"E33020131","E01009355","E02001865",2011,596,1,0,19,1,3,3,1,4,2,5,0,0,16,45,69,21,6,4,6,38,11,17,191,143,9,0,0
"E33020132","E01008907","E02001866",2011,337,1,0,16,1,4,0,2,1,5,3,0,1,18,87,38,16,4,2,5,20,21,5,8,75,20,0,0
"E33020132","E01009048","E02001866",2011,337,1,0,16,1,4,0,2,1,5,3,0,1,18,87,38,16,4,2,5,20,21,5,8,75,20,0,0
"E33020133","E01008905","E02001866",2011,391,0,0,9,2,4,0,0,1,1,1,3,2,6,36,22,24,1,7,4,13,8,8,166,65,17,0,0
"E33020133","E01008907","E02001866",2011,391,0,0,9,2,4,0,0,1,1,1,3,2,6,36,22,24,1,7,4,13,8,8,166,65,17,0,0
"E33020134","E01009047","E02001866",2011,259,0,0,10,5,1,0,0,0,4,0,0,4,14,28,8,6,4,3,4,14,12,14,18,104,14,1,1
"E33020134","E01009048","E02001866",2011,259,0,0,10,5,1,0,0,0,4,0,0,4,14,28,8,6,4,3,4,14,12,14,18,104,14,1,1
"E33020135","E01009048","E02001866",2011,458,0,0,11,2,0,0,0,2,6,1,2,0,16,20,10,24,2,3,2,2,19,11,193,137,6,0,0
"E33020135","E01009047","E02001866",2011,458,0,0,11,2,0,0,0,2,6,1,2,0,16,20,10,24,2,3,2,2,19,11,193,137,6,0,0
"E33020136","E01009047","E02001866",2011,326,0,0,7,2,2,1,0,0,2,0,0,2,25,120,51,18,4,8,2,6,22,10,14,21,16,0,0
"E33020136","E01009062","E02001866",2011,326,0,0,7,2,2,1,0,0,2,0,0,2,25,120,51,18,4,8,2,6,22,10,14,21,16,0,0
"E33020137","E01008909","E02001867",2011,282,0,0,4,0,2,0,0,0,2,0,1,0,16,62,13,12,1,2,3,8,16,1,76,61,6,0,0
"E33020138","E01033637","E02001867",2011,338,0,0,9,0,1,0,2,0,4,2,0,1,14,21,11,18,4,5,6,7,17,47,24,111,43,0,0
"E33020139","E01033628","E02001867",2011,399,0,0,8,1,1,0,1,3,0,2,2,0,7,44,17,16,4,1,6,3,7,5,178,95,6,0,0
"E33020139","E01033637","E02001867",2011,399,0,0,8,1,1,0,1,3,0,2,2,0,7,44,17,16,4,1,6,3,7,5,178,95,6,0,0
"E33020140","E01033628","E02001867",2011,230,0,0,6,1,0,0,1,1,0,3,0,0,7,42,71,26,2,2,0,18,20,2,4,22,8,0,0
"E33020141","E01008909","E02001867",2011,505,0,1,12,1,4,0,0,0,5,2,0,0,16,25,5,11,10,1,3,5,18,80,191,118,9,0,0
"E33020141","E01033628","E02001867",2011,505,0,1,12,1,4,0,0,0,5,2,0,0,16,25,5,11,10,1,3,5,18,80,191,118,9,0,0
"E33020141","E01033637","E02001867",2011,505,0,1,12,1,4,0,0,0,5,2,0,0,16,25,5,11,10,1,3,5,18,80,191,118,9,0,0
"E33020142","E01009087","E02001868",2011,252,0,0,12,2,0,1,0,4,1,4,1,0,22,35,13,18,5,1,1,7,10,0,85,30,12,0,0
"E33020142","E01009089","E02001868",2011,252,0,0,12,2,0,1,0,4,1,4,1,0,22,35,13,18,5,1,1,7,10,0,85,30,12,0,0
"E33020143","E01009090","E02001868",2011,316,0,0,12,1,0,0,1,4,2,4,0,0,32,54,28,10,3,4,2,8,9,6,123,13,12,0,0
"E33020143","E01009089","E02001868",2011,316,0,0,12,1,0,0,1,4,2,4,0,0,32,54,28,10,3,4,2,8,9,6,123,13,12,0,0
"E33020144","E01009090","E02001868",2011,510,0,0,49,7,3,0,2,9,25,3,2,0,12,164,36,26,4,23,18,85,21,7,6,8,49,0,0
"E33020144","E01009085","E02001868",2011,510,0,0,49,7,3,0,2,9,25,3,2,0,12,164,36,26,4,23,18,85,21,7,6,8,49,0,0
"E33020145","E01009090","E02001868",2011,400,0,0,19,1,2,0,1,2,7,6,2,1,29,45,32,12,11,7,5,12,20,6,98,94,7,0,0
"E33020145","E01009084","E02001868",2011,400,0,0,19,1,2,0,1,2,7,6,2,1,29,45,32,12,11,7,5,12,20,6,98,94,7,0,0
"E33020145","E01009085","E02001868",2011,400,0,0,19,1,2,0,1,2,7,6,2,1,29,45,32,12,11,7,5,12,20,6,98,94,7,0,0
"E33020146","E01009203","E02001869",2011,333,0,0,5,2,0,0,0,1,0,2,4,0,21,53,12,22,3,1,14,5,25,14,83,48,23,0,0
"E33020146","E01009201","E02001869",2011,333,0,0,5,2,0,0,0,1,0,2,4,0,21,53,12,22,3,1,14,5,25,14,83,48,23,0,0
"E33020147","E01009201","E02001869",2011,335,0,0,16,0,1,0,2,2,11,0,1,3,42,33,14,10,5,8,3,11,48,12,49,73,7,0,0
"E33020147","E01009202","E02001869",2011,335,0,0,16,0,1,0,2,2,11,0,1,3,42,33,14,10,5,8,3,11,48,12,49,73,7,0,0
"E33020148","E01009481","E02001870",2011,278,0,0,8,0,0,0,2,1,1,4,1,1,12,70,30,10,7,5,4,25,7,20,11,53,14,0,0
"E33020148","E01009487","E02001870",2011,278,0,0,8,0,0,0,2,1,1,4,1,1,12,70,30,10,7,5,4,25,7,20,11,53,14,0,0
"E33020149","E01009487","E02001870",2011,339,0,0,13,1,2,0,2,1,6,1,1,4,18,46,36,13,6,13,16,14,21,5,87,40,6,0,0
"E33020149","E01009486","E02001870",2011,339,0,0,13,1,2,0,2,1,6,1,1,4,18,46,36,13,6,13,16,14,21,5,87,40,6,0,0
"E33020150","E01009082","E02001870",2011,666,0,0,18,0,4,0,0,2,8,4,1,17,34,65,49,25,4,11,3,7,88,10,285,26,23,0,0
"E33020150","E01009086","E02001870",2011,666,0,0,18,0,4,0,0,2,8,4,1,17,34,65,49,25,4,11,3,7,88,10,285,26,23,0,0
"E33020151","E01009086","E02001870",2011,332,1,0,16,1,2,0,2,2,5,4,0,0,32,30,23,8,2,10,1,7,9,124,12,52,5,0,0
"E33020152","E01009481","E02001870",2011,232,0,0,5,0,1,0,0,0,1,3,0,0,6,93,23,15,2,26,2,18,6,0,14,6,16,0,0
"E33020153","E01009486","E02001870",2011,533,0,0,21,2,3,0,6,2,5,3,2,1,42,69,38,35,1,10,5,8,44,13,156,72,15,1,0
"E33020153","E01009480","E02001870",2011,533,0,0,21,2,3,0,6,2,5,3,2,1,42,69,38,35,1,10,5,8,44,13,156,72,15,1,0
"E33020154","E01009091","E02001871",2011,358,0,1,14,0,0,0,1,1,7,5,2,0,57,38,25,25,13,6,6,6,22,12,48,60,23,0,0
"E33020154","E01009088","E02001871",2011,358,0,1,14,0,0,0,1,1,7,5,2,0,57,38,25,25,13,6,6,6,22,12,48,60,23,0,0
"E33020154","E01009305","E02001871",2011,358,0,1,14,0,0,0,1,1,7,5,2,0,57,38,25,25,13,6,6,6,22,12,48,60,23,0,0
"E33020154","E01009307","E02001871",2011,358,0,1,14,0,0,0,1,1,7,5,2,0,57,38,25,25,13,6,6,6,22,12,48,60,23,0,0
"E33020155","E01009091","E02001871",2011,429,0,1,14,0,1,0,0,3,9,1,2,3,48,41,12,17,5,9,3,15,20,21,15,169,31,2,1
"E33020155","E01009305","E02001871",2011,429,0,1,14,0,1,0,0,3,9,1,2,3,48,41,12,17,5,9,3,15,20,21,15,169,31,2,1
"E33020155","E01009307","E02001871",2011,429,0,1,14,0,1,0,0,3,9,1,2,3,48,41,12,17,5,9,3,15,20,21,15,169,31,2,1
"E33020155","E01009309","E02001871",2011,429,0,1,14,0,1,0,0,3,9,1,2,3,48,41,12,17,5,9,3,15,20,21,15,169,31,2,1
"E33020156","E01009310","E02001872",2011,327,0,0,9,1,0,0,2,0,5,1,5,0,41,24,16,24,8,4,2,3,16,3,111,50,11,0,0
"E33020156","E01009308","E02001872",2011,327,0,0,9,1,0,0,2,0,5,1,5,0,41,24,16,24,8,4,2,3,16,3,111,50,11,0,0
"E33020156","E01009306","E02001872",2011,327,0,0,9,1,0,0,2,0,5,1,5,0,41,24,16,24,8,4,2,3,16,3,111,50,11,0,0
"E33020157","E01009306","E02001872",2011,352,0,0,16,0,0,0,0,4,7,5,0,2,46,21,13,15,6,2,4,6,10,58,90,48,15,0,0
"E33020157","E01009310","E02001872",2011,352,0,0,16,0,0,0,0,4,7,5,0,2,46,21,13,15,6,2,4,6,10,58,90,48,15,0,0
"E33020157","E01009304","E02001872",2011,352,0,0,16,0,0,0,0,4,7,5,0,2,46,21,13,15,6,2,4,6,10,58,90,48,15,0,0
"E33020158","E01009304","E02001872",2011,459,0,0,12,1,2,0,2,1,3,3,1,0,26,298,12,29,5,4,4,2,20,8,4,18,16,0,0
"E33020158","E01009310","E02001872",2011,459,0,0,12,1,2,0,2,1,3,3,1,0,26,298,12,29,5,4,4,2,20,8,4,18,16,0,0
"E33020159","E01009358","E02001873",2011,494,1,0,37,0,11,0,10,4,4,8,4,12,75,43,8,7,1,3,0,7,10,250,5,19,12,0,0
"E33020159","E01009359","E02001873",2011,494,1,0,37,0,11,0,10,4,4,8,4,12,75,43,8,7,1,3,0,7,10,250,5,19,12,0,0
"E33020160","E01009359","E02001873",2011,600,0,0,25,6,10,3,1,0,2,3,1,1,18,126,18,45,3,13,9,11,18,30,115,132,33,2,0
"E33020161","E01009348","E02001873",2011,687,1,0,115,3,1,0,13,52,7,39,0,1,27,65,27,23,6,8,4,18,32,66,22,264,7,1,0
"E33020161","E01009360","E02001873",2011,687,1,0,115,3,1,0,13,52,7,39,0,1,27,65,27,23,6,8,4,18,32,66,22,264,7,1,0
"E33020162","E01009361","E02001873",2011,473,1,0,38,9,3,1,9,6,6,4,0,3,32,93,28,29,7,5,1,12,30,18,117,37,21,1,0
"E33020162","E01009360","E02001873",2011,473,1,0,38,9,3,1,9,6,6,4,0,3,32,93,28,29,7,5,1,12,30,18,117,37,21,1,0
"E33020163","E01009358","E02001873",2011,417,0,0,43,0,11,1,5,6,4,16,1,1,45,90,13,17,5,1,24,20,23,7,22,97,8,0,0
"E33020164","E01009348","E02001873",2011,4642,1,0,111,12,0,0,6,48,25,20,6,1,69,97,25,53,74,18,4,32,43,83,107,3876,41,0,1
"E33020165","E01009484","E02001874",2011,519,0,0,14,1,0,0,1,3,2,7,1,1,13,34,32,28,3,5,0,7,14,10,315,30,12,0,0
"E33020165","E01009485","E02001874",2011,519,0,0,14,1,0,0,1,3,2,7,1,1,13,34,32,28,3,5,0,7,14,10,315,30,12,0,0
"E33020166","E01009482","E02001874",2011,475,1,1,87,3,5,2,1,53,11,12,0,7,44,161,63,11,5,4,9,17,20,7,7,20,8,3,0
"E33020166","E01009479","E02001874",2011,475,1,1,87,3,5,2,1,53,11,12,0,7,44,161,63,11,5,4,9,17,20,7,7,20,8,3,0
"E33020167","E01009478","E02001874",2011,541,2,0,11,1,2,0,0,1,4,3,1,2,20,85,26,18,2,5,8,7,20,147,108,55,24,0,0
"E33020167","E01009479","E02001874",2011,541,2,0,11,1,2,0,0,1,4,3,1,2,20,85,26,18,2,5,8,7,20,147,108,55,24,0,0
"E33020167","E01009484","E02001874",2011,541,2,0,11,1,2,0,0,1,4,3,1,2,20,85,26,18,2,5,8,7,20,147,108,55,24,0,0
"E33020168","E01009347","E02001875",2011,239,0,0,42,7,0,0,0,25,1,9,0,0,18,82,17,4,5,1,3,5,8,5,5,32,10,1,1
"E33020169","E01033559","E02001875",2011,307,0,1,77,3,1,1,2,43,2,25,0,6,10,76,4,17,15,9,8,27,2,7,2,17,16,0,13
"E33020170","E01009347","E02001875",2011,493,0,0,116,3,0,0,2,42,43,26,1,1,9,132,9,15,46,1,1,5,16,13,49,63,15,0,1
"E33020171","E01033638","E02001875",2011,416,0,0,46,3,0,0,1,7,30,5,0,0,14,57,12,17,5,6,6,16,55,29,26,110,17,0,0
"E33020171","E01008906","E02001875",2011,416,0,0,46,3,0,0,1,7,30,5,0,0,14,57,12,17,5,6,6,16,55,29,26,110,17,0,0
"E33020172","E01033638","E02001875",2011,664,0,0,231,3,3,1,2,70,40,112,2,0,98,73,18,26,7,3,12,38,44,10,22,34,46,0,0
"E33020172","E01033559","E02001875",2011,664,0,0,231,3,3,1,2,70,40,112,2,0,98,73,18,26,7,3,12,38,44,10,22,34,46,0,0
"E33020172","E01008911","E02001875",2011,664,0,0,231,3,3,1,2,70,40,112,2,0,98,73,18,26,7,3,12,38,44,10,22,34,46,0,0
"E33020173","E01008913","E02001876",2011,225,1,0,3,0,0,0,0,2,1,0,1,0,8,40,18,5,3,4,4,6,19,16,26,53,18,0,0
"E33020174","E01008913","E02001876",2011,399,0,0,92,8,4,2,0,57,11,10,1,1,39,35,6,11,11,4,2,6,29,101,43,12,6,0,0
"E33020175","E01008914","E02001876",2011,466,0,0,129,3,3,0,3,18,28,74,0,1,80,90,13,9,2,3,0,11,26,3,60,32,7,0,0
"E33020176","E01008910","E02001876",2011,1790,2,0,83,3,4,0,2,22,30,22,7,12,22,65,34,26,828,25,13,81,53,242,193,45,58,1,0
"E33020177","E01033617","E02001876",2011,759,0,0,8,1,1,0,0,2,2,2,0,1,2,16,4,10,5,547,27,17,11,11,7,38,55,0,0
"E33020177","E01008914","E02001876",2011,759,0,0,8,1,1,0,0,2,2,2,0,1,2,16,4,10,5,547,27,17,11,11,7,38,55,0,0
"E33020178","E01008914","E02001876",2011,313,0,0,81,5,3,4,3,40,5,21,0,3,9,41,9,9,4,3,1,10,18,8,64,36,17,0,0
"E33020179","E01033561","E02001876",2011,1008,1,0,61,0,1,0,14,23,9,14,0,1,8,13,13,14,5,1,3,43,20,618,116,33,56,0,2
"E33020180","E01008914","E02001876",2011,1101,0,0,81,1,17,0,2,16,15,30,1,0,31,166,274,16,29,52,6,59,72,183,38,72,21,0,0
"E33020181","E01009194","E02001877",2011,393,1,0,12,1,0,0,1,0,9,1,0,1,7,84,25,17,4,3,2,6,23,7,160,35,6,0,0
"E33020182","E01009489","E02001877",2011,498,0,0,17,5,3,0,1,0,3,5,0,0,9,91,24,28,5,40,7,16,50,22,74,94,21,0,0
"E33020183","E01009194","E02001877",2011,277,0,0,11,1,6,0,1,2,0,1,2,4,18,66,32,13,6,5,2,19,19,4,27,33,16,0,0
"E33020183","E01009491","E02001877",2011,277,0,0,11,1,6,0,1,2,0,1,2,4,18,66,32,13,6,5,2,19,19,4,27,33,16,0,0
"E33020184","E01009483","E02001877",2011,282,0,0,7,4,1,0,0,0,0,2,0,0,6,100,21,14,2,7,2,8,10,0,55,45,5,0,0
"E33020184","E01009489","E02001877",2011,282,0,0,7,4,1,0,0,0,0,2,0,0,6,100,21,14,2,7,2,8,10,0,55,45,5,0,0
"E33020185","E01009488","E02001877",2011,307,0,0,9,2,1,2,1,2,0,1,1,0,15,59,45,17,6,8,6,11,12,4,25,64,25,0,0
"E33020185","E01009491","E02001877",2011,307,0,0,9,2,1,2,1,2,0,1,1,0,15,59,45,17,6,8,6,11,12,4,25,64,25,0,0
"E33020186","E01009199","E02001878",2011,643,3,0,60,3,1,1,2,12,10,31,1,10,26,204,168,17,11,4,6,15,44,2,15,34,23,0,0
"E33020187","E01009192","E02001878",2011,318,1,0,46,1,2,1,8,10,8,16,1,3,136,59,18,4,0,0,1,6,17,3,9,4,10,0,0
"E33020188","E01033644","E02001878",2011,466,0,0,22,1,7,0,2,3,1,8,3,12,12,136,44,27,5,0,4,11,26,8,73,69,14,0,0
"E33020189","E01009192","E02001878",2011,268,0,0,7,1,1,0,1,2,1,1,2,0,5,98,64,22,5,7,2,7,13,4,9,14,8,1,0
"E33020189","E01033644","E02001878",2011,268,0,0,7,1,1,0,1,2,1,1,2,0,5,98,64,22,5,7,2,7,13,4,9,14,8,1,0
"E33020190","E01009204","E02001878",2011,474,0,0,19,2,0,1,0,3,1,12,1,1,44,46,36,20,6,4,7,4,29,27,174,50,6,0,0
"E33020191","E01009346","E02001879",2011,432,2,0,20,4,3,0,5,4,4,0,2,2,8,71,23,27,6,3,2,11,20,10,76,142,7,0,0
"E33020191","E01009345","E02001879",2011,432,2,0,20,4,3,0,5,4,4,0,2,2,8,71,23,27,6,3,2,11,20,10,76,142,7,0,0
"E33020192","E01009345","E02001879",2011,579,0,0,13,1,0,0,1,2,3,6,0,1,17,28,27,12,3,2,6,9,11,84,17,336,13,0,0
"E33020193","E01009153","E02001879",2011,380,0,0,94,3,2,1,12,45,20,11,2,4,9,34,31,10,4,6,1,7,13,32,50,71,10,1,1
"E33020194","E01009152","E02001879",2011,421,0,0,11,3,3,0,0,3,1,1,1,2,14,38,16,14,6,17,4,16,19,14,165,67,17,0,0
"E33020194","E01009153","E02001879",2011,421,0,0,11,3,3,0,0,3,1,1,1,2,14,38,16,14,6,17,4,16,19,14,165,67,17,0,0
"E33020195","E01009152","E02001879",2011,360,0,0,22,5,1,0,2,7,4,3,0,4,13,50,103,22,9,6,9,2,26,9,21,45,18,1,0
"E33020195","E01009151","E02001879",2011,360,0,0,22,5,1,0,2,7,4,3,0,4,13,50,103,22,9,6,9,2,26,9,21,45,18,1,0
"E33020196","E01009311","E02001880",2011,293,1,0,29,0,0,1,2,19,5,2,1,2,34,43,16,14,0,2,0,6,22,8,15,83,17,0,0
"E33020196","E01009298","E02001880",2011,293,1,0,29,0,0,1,2,19,5,2,1,2,34,43,16,14,0,2,0,6,22,8,15,83,17,0,0
"E33020196","E01009094","E02001880",2011,293,1,0,29,0,0,1,2,19,5,2,1,2,34,43,16,14,0,2,0,6,22,8,15,83,17,0,0
"E33020196","E01009093","E02001880",2011,293,1,0,29,0,0,1,2,19,5,2,1,2,34,43,16,14,0,2,0,6,22,8,15,83,17,0,0
"E33020197","E01009092","E02001880",2011,336,0,0,6,1,0,0,0,2,1,2,2,3,31,74,15,17,4,2,1,5,18,6,98,38,16,0,0
"E33020197","E01009094","E02001880",2011,336,0,0,6,1,0,0,0,2,1,2,2,3,31,74,15,17,4,2,1,5,18,6,98,38,16,0,0
"E33020197","E01009093","E02001880",2011,336,0,0,6,1,0,0,0,2,1,2,2,3,31,74,15,17,4,2,1,5,18,6,98,38,16,0,0
"E33020198","E01009511","E02001880",2011,527,0,0,14,2,0,0,3,1,4,4,1,1,58,28,15,15,9,1,21,5,19,26,255,51,8,0,0
"E33020198","E01009298","E02001880",2011,527,0,0,14,2,0,0,3,1,4,4,1,1,58,28,15,15,9,1,21,5,19,26,255,51,8,0,0
"E33020199","E01009477","E02001881",2011,318,0,0,19,3,6,0,0,1,5,4,0,0,13,100,43,32,3,3,4,7,21,7,17,32,17,0,0
"E33020199","E01009492","E02001881",2011,318,0,0,19,3,6,0,0,1,5,4,0,0,13,100,43,32,3,3,4,7,21,7,17,32,17,0,0
"E33020199","E01009475","E02001881",2011,318,0,0,19,3,6,0,0,1,5,4,0,0,13,100,43,32,3,3,4,7,21,7,17,32,17,0,0
"E33020200","E01009476","E02001881",2011,546,0,0,12,1,1,1,1,1,3,4,0,1,7,31,14,13,1,1,0,4,34,8,147,263,10,0,0
"E33020201","E01009490","E02001881",2011,415,0,0,21,3,9,0,0,2,5,2,0,2,10,36,28,48,1,6,4,6,7,6,216,16,8,0,0
"E33020202","E01009476","E02001881",2011,400,0,0,20,3,2,1,2,5,1,6,1,1,28,34,43,21,11,2,3,3,18,12,116,76,11,0,0
"E33020202","E01009475","E02001881",2011,400,0,0,20,3,2,1,2,5,1,6,1,1,28,34,43,21,11,2,3,3,18,12,116,76,11,0,0
"E33020202","E01009477","E02001881",2011,400,0,0,20,3,2,1,2,5,1,6,1,1,28,34,43,21,11,2,3,3,18,12,116,76,11,0,0
"E33020203","E01009095","E02001882",2011,566,0,0,25,1,1,2,2,8,3,8,1,25,36,301,61,31,2,9,0,14,11,3,16,11,19,0,1
"E33020204","E01009508","E02001882",2011,620,0,0,14,2,1,0,1,2,6,2,0,2,32,23,16,19,9,7,4,16,13,412,15,27,11,0,0
"E33020204","E01009510","E02001882",2011,620,0,0,14,2,1,0,1,2,6,2,0,2,32,23,16,19,9,7,4,16,13,412,15,27,11,0,0
"E33020204","E01009509","E02001882",2011,620,0,0,14,2,1,0,1,2,6,2,0,2,32,23,16,19,9,7,4,16,13,412,15,27,11,0,0
"E33020205","E01009507","E02001882",2011,385,0,0,9,0,0,0,0,3,5,1,1,1,24,14,19,22,4,2,4,10,24,10,79,144,18,0,0
"E33020205","E01009509","E02001882",2011,385,0,0,9,0,0,0,0,3,5,1,1,1,24,14,19,22,4,2,4,10,24,10,79,144,18,0,0
"E33020206","E01009507","E02001882",2011,607,0,0,168,4,0,2,94,33,22,13,1,0,52,141,127,15,5,6,5,4,16,4,2,50,11,0,0
"E33020206","E01009095","E02001882",2011,607,0,0,168,4,0,2,94,33,22,13,1,0,52,141,127,15,5,6,5,4,16,4,2,50,11,0,0
"E33020207","E01009510","E02001882",2011,284,0,0,17,1,0,0,2,5,3,6,0,0,25,42,13,9,5,5,7,18,8,19,14,53,49,0,0
"E33020207","E01009509","E02001882",2011,284,0,0,17,1,0,0,2,5,3,6,0,0,25,42,13,9,5,5,7,18,8,19,14,53,49,0,0
"E33020208","E01009300","E02001883",2011,487,0,0,243,4,0,0,5,75,135,24,3,1,27,67,16,10,18,17,1,7,14,10,15,24,14,0,0
"E33020209","E01009301","E02001883",2011,336,0,0,19,0,0,0,0,2,5,12,0,2,48,44,3,33,5,11,1,5,15,10,79,38,23,0,0
"E33020209","E01009300","E02001883",2011,336,0,0,19,0,0,0,0,2,5,12,0,2,48,44,3,33,5,11,1,5,15,10,79,38,23,0,0
"E33020209","E01009297","E02001883",2011,336,0,0,19,0,0,0,0,2,5,12,0,2,48,44,3,33,5,11,1,5,15,10,79,38,23,0,0
"E33020209","E01009303","E02001883",2011,336,0,0,19,0,0,0,0,2,5,12,0,2,48,44,3,33,5,11,1,5,15,10,79,38,23,0,0
"E33020210","E01009297","E02001883",2011,340,0,0,10,4,0,0,0,1,4,1,2,4,46,21,14,39,3,0,2,1,15,3,152,21,6,1,0
"E33020210","E01009300","E02001883",2011,340,0,0,10,4,0,0,0,1,4,1,2,4,46,21,14,39,3,0,2,1,15,3,152,21,6,1,0
"E33020211","E01009299","E02001883",2011,322,0,0,40,5,0,1,2,16,10,6,2,3,37,33,11,12,2,7,1,1,18,13,52,86,4,0,0
"E33020211","E01009303","E02001883",2011,322,0,0,40,5,0,1,2,16,10,6,2,3,37,33,11,12,2,7,1,1,18,13,52,86,4,0,0
"E33020212","E01009301","E02001883",2011,362,0,1,108,5,3,36,2,9,11,42,3,3,29,41,62,16,4,5,2,5,15,3,26,24,14,1,0
"E33020212","E01009303","E02001883",2011,362,0,1,108,5,3,36,2,9,11,42,3,3,29,41,62,16,4,5,2,5,15,3,26,24,14,1,0
"E33020213","E01009195","E02001884",2011,678,0,0,52,25,1,0,3,4,10,9,0,0,23,68,60,21,6,4,3,18,26,10,105,266,15,1,0
"E33020213","E01009197","E02001884",2011,678,0,0,52,25,1,0,3,4,10,9,0,0,23,68,60,21,6,4,3,18,26,10,105,266,15,1,0
"E33020214","E01009198","E02001884",2011,262,0,0,20,12,0,1,0,2,1,4,0,2,102,63,23,13,3,1,2,3,9,3,5,10,2,1,0
"E33020215","E01033649","E02001884",2011,844,0,0,25,2,2,0,1,7,8,5,1,2,26,52,76,19,11,12,3,9,35,24,403,108,38,0,0
"E33020215","E01033647","E02001884",2011,844,0,0,25,2,2,0,1,7,8,5,1,2,26,52,76,19,11,12,3,9,35,24,403,108,38,0,0
"E33020216","E01009140","E02001886",2011,293,0,0,14,5,1,1,2,0,3,2,0,0,22,28,16,21,15,4,11,16,18,5,36,69,16,1,1
"E33020216","E01009145","E02001886",2011,293,0,0,14,5,1,1,2,0,3,2,0,0,22,28,16,21,15,4,11,16,18,5,36,69,16,1,1
"E33020217","E01009147","E02001886",2011,332,0,0,14,6,1,0,0,3,3,1,0,1,18,40,10,31,17,9,6,21,36,10,21,73,24,1,0
"E33020217","E01009139","E02001886",2011,332,0,0,14,6,1,0,0,3,3,1,0,1,18,40,10,31,17,9,6,21,36,10,21,73,24,1,0
"E33020217","E01009138","E02001886",2011,332,0,0,14,6,1,0,0,3,3,1,0,1,18,40,10,31,17,9,6,21,36,10,21,73,24,1,0
"E33020218","E01009145","E02001886",2011,245,0,0,5,0,0,0,0,0,3,2,0,0,6,35,3,30,4,1,19,33,5,3,10,83,8,0,0
"E33020218","E01009147","E02001886",2011,245,0,0,5,0,0,0,0,0,3,2,0,0,6,35,3,30,4,1,19,33,5,3,10,83,8,0,0
"E33020219","E01009147","E02001886",2011,350,0,0,5,0,2,0,0,3,0,0,0,0,6,17,7,22,4,3,2,7,9,11,188,56,13,0,0
"E33020219","E01009138","E02001886",2011,350,0,0,5,0,2,0,0,3,0,0,0,0,6,17,7,22,4,3,2,7,9,11,188,56,13,0,0
"E33020220","E01009138","E02001886",2011,465,0,0,6,0,0,0,0,2,2,2,3,0,25,17,24,84,9,4,4,16,55,78,51,72,17,0,0
"E33020220","E01009139","E02001886",2011,465,0,0,6,0,0,0,0,2,2,2,3,0,25,17,24,84,9,4,4,16,55,78,51,72,17,0,0
"E33020221","E01009140","E02001886",2011,239,0,0,11,0,2,0,2,1,4,2,1,0,22,11,6,96,14,2,2,5,3,13,19,21,13,0,0
"E33020222","E01009140","E02001886",2011,499,0,0,36,3,3,0,2,10,6,12,0,1,29,34,6,14,17,124,3,18,13,62,65,59,18,0,0
"E33020223","E01009517","E02001888",2011,336,0,0,11,1,2,1,1,2,3,1,1,2,28,22,12,19,3,7,2,14,13,57,87,54,3,1,0
"E33020223","E01009512","E02001888",2011,336,0,0,11,1,2,1,1,2,3,1,1,2,28,22,12,19,3,7,2,14,13,57,87,54,3,1,0
"E33020224","E01009517","E02001888",2011,431,1,0,14,1,1,1,0,1,6,4,0,1,34,16,8,15,3,3,4,3,19,40,230,28,12,0,0
"E33020224","E01009516","E02001888",2011,431,1,0,14,1,1,1,0,1,6,4,0,1,34,16,8,15,3,3,4,3,19,40,230,28,12,0,0
"E33020224","E01009514","E02001888",2011,431,1,0,14,1,1,1,0,1,6,4,0,1,34,16,8,15,3,3,4,3,19,40,230,28,12,0,0
"E33020225","E01009516","E02001888",2011,411,1,0,15,1,1,0,1,5,5,2,1,0,67,81,16,13,4,3,11,3,21,18,10,115,32,0,0
